,open,close,high,low,last,research,turnover,volume
0,1.0779451025047853,1.0350632508729196,1.0786090584739219,0.9915174432719174,1.0350632508729196,1.0964168035994484,106534.97303302425,10330.23450868662
1,1.0503830325263195,1.0625542850405532,1.0764169368857797,1.0486916331953267,1.0625542850405532,1.0635628829378805,102709.73553344281,10888.428087943448
2,1.016930549371469,0.9852966907222597,1.0260629002994865,0.9445304811450328,0.9852966907222597,1.029963397292056,107425.373314136,10487.805132371808
3,1.0659548474394562,1.0400298829082326,1.110182503613088,0.9698772622033774,1.0400298829082326,1.0210952105935847,104021.26697400984,10515.95641497103
4,1.0836675501504973,1.1095688854379997,1.1622443453544358,1.0568934255215636,1.1095688854379997,1.0512388396146035,103188.49513365906,10697.94301362829
5,1.0656548712687512,1.0543095375677525,1.1267116927778484,0.9819073823576564,1.0543095375677525,1.0325346670213835,101514.90641536907,10576.009814291105
6,1.0514978531959633,1.0261179886486191,1.0851966838911697,0.9670392934060684,1.0261179886486191,1.0262178813512735,102729.09265366389,10461.956575668264
7,1.0682042756693904,1.0654521298395634,1.0762035517849096,1.0547007078942172,1.0654521298395634,1.0844975630301892,101860.95575580753,10697.443324033828
8,1.1077446209361979,1.158158475439862,1.211330949589581,1.104986001290143,1.158158475439862,1.0061796965793046,107222.18778420832,10204.587522166094
9,1.0841885740747932,1.1034931235043808,1.158454306817119,1.0485319401916429,1.1034931235043808,1.0624525382028402,109287.75553809201,10516.324541457285
10,1.0625454119707418,1.0621055150573886,1.1652942826856922,0.9589167474290852,1.0621055150573886,1.0391046662079453,109294.74348403512,10917.28569729468
11,1.0624166878911,1.1036821932648775,1.1578897469748834,1.0494746395548715,1.1036821932648775,1.0713274120641234,107001.08200240345,10851.624273188405
12,0.980696892110459,1.0148435257128388,1.053347541167318,0.9763395102583595,1.0148435257128388,1.005802328485012,106010.41407995654,10483.15172902305
13,1.00232862509501,1.0230409395465012,1.0650355076679439,0.9810463714250586,1.0230409395465012,1.079821505177364,100001.76709446566,10233.011342908616
14,1.043343210878468,1.056919414490461,1.1044411120817113,1.0093977168992108,1.056919414490461,1.0440268338728775,102066.11385558557,10381.946492950929
15,1.060784286110382,1.0340690089192583,1.0700695518488346,0.998068465989682,1.0340690089192583,1.0077295518497302,109867.99143823286,10145.622843555191
16,1.0541340608546619,1.0393831315086488,1.0668592635253038,1.0119069994919936,1.0393831315086488,1.075808652707464,105821.58504833825,10975.480417070325
17,1.1006510200660045,1.1032242057085309,1.175264961453087,1.0311834499639747,1.1032242057085309,1.0280930343147612,100662.42821900941,10105.6812965992
18,1.1104049748167317,1.137140716307334,1.1958694646013608,1.0784119680133073,1.137140716307334,1.080350933308758,109225.50455635622,10729.014895219545
19,1.0828902323141916,1.065645980297242,1.1178139521557358,1.0134780084387482,1.065645980297242,1.0153790203727318,101613.77352452405,10810.832937217674
20,1.0540845004074375,1.0246604580740941,1.0722399983556878,0.9770809177925002,1.0246604580740941,1.0548583302966805,107620.33290624214,10527.42600159384
21,1.0655881076376783,1.0498383093880157,1.1157235852541147,0.9839530335219167,1.0498383093880157,1.0036324518447124,105993.03157006504,10578.014513869806
22,1.0574961923005322,1.10823085255669,1.163209258905938,1.053252446207442,1.10823085255669,1.0463057333448307,107390.08489860596,10529.564141895115
23,1.0591646861017088,1.042813558491056,1.090097739729264,0.9955293772528482,1.042813558491056,1.0500714599420187,103123.38720704427,10561.964959286843
24,1.0553703527555482,1.0730252931795565,1.1104012589137993,1.035649327445314,1.0730252931795565,1.0131926352797018,104087.57715516406,10234.008392187212
25,1.0881266958825835,1.0825704530830773,1.118705511624353,1.046435394541802,1.0825704530830773,1.0819701204856806,101008.83046465318,10137.90167237173
26,1.093872985583883,1.0869466448105696,1.1256014016554372,1.0482918879657017,1.0869466448105696,1.002548317288918,109580.3998582775,10919.568659433848
27,1.0173960084559155,1.0210639530086825,1.0614969052682104,0.9806310007491548,1.0210639530086825,1.0857848550970708,101989.61848177921,10597.13528494475
28,1.0006636112646734,0.9988538302351082,1.018888630150502,0.9788190303197143,0.9988538302351082,1.073745947984514,109592.5431685856,10962.659013775394
29,0.9858305208526569,1.004777851466109,1.0628902064987105,0.9466654964335076,1.004777851466109,1.0334935839188388,104500.77236989354,10975.641293870565
30,1.0046776408159825,0.9689164475134661,1.0270278014484109,0.9108050935785212,0.9689164475134661,1.0126110285244934,107352.7816417818,10550.393351117067
31,1.0636356852080682,1.0670727972112444,1.0980220087321764,1.0361235856903124,1.0670727972112444,1.0233840110250099,108193.27717121656,10508.400676929794
32,1.0938328424965058,1.0812765505358155,1.1194793349001517,1.043073766171479,1.0812765505358155,1.0486153539570588,104552.07015326431,10665.03444637895
33,1.038233613015786,1.0786510053097107,1.124021868814874,1.0332801418045476,1.0786510053097107,1.000929507171002,105778.53103530302,10917.968818295758
34,1.0473896579195798,1.0268758797310842,1.0906334439956085,0.9631183154665599,1.0268758797310842,1.0125658557550572,106295.5820716181,10954.158185609716
35,1.0235895994446569,1.0036256545417643,1.045843147859836,0.9614081612236927,1.0036256545417643,1.0569212620804167,105828.46509034537,10947.71676073123
36,1.0377260812193643,1.0427259383003733,1.1329860704702457,0.9524658061305007,1.0427259383003733,1.073394239368441,109414.43198696974,10615.005932785503
37,0.9609709903246363,0.9350201721663596,0.9727556875713071,0.8972846567614121,0.9350201721663596,1.0332300974072604,104876.08779701409,10169.462537681626
38,0.97796086113629,0.9680766923422149,1.0025412640552043,0.9336121206292256,0.9680766923422149,1.0929861461314097,103874.75984572877,10017.221194678144
39,0.973631587463987,0.9646522922308893,0.9770136952942444,0.9522908891675341,0.9646522922308893,1.0595492195250198,106754.55282535189,10383.489821014693
40,0.9324160535127095,0.96758695911491,1.011702374775654,0.9234715434541659,0.96758695911491,1.069784606735166,108315.95975180829,10836.97457660198
41,0.9170831979559141,0.886507394406894,0.9332873066943598,0.8397274821194283,0.886507394406894,1.0939151497137103,107605.10551279745,10328.55162317925
42,1.0015294086017565,0.975308980157578,1.0400230405236561,0.9105949197915001,0.975308980157578,1.0731021834306929,108578.73139295916,10215.240458204642
43,0.9286766500756235,0.9072301602891959,0.9651564120006575,0.8493039085777343,0.9072301602891959,1.0804790801556106,104673.69926913526,10301.161911262347
44,0.8997909141525912,0.8976062170930065,0.9098052223527222,0.8854072118332907,0.8976062170930065,1.005753939668069,103620.92675830933,10224.211782609285
45,0.8466955213395735,0.8277525582224767,0.8855587759250799,0.7699463405198737,0.8277525582224767,1.076711030059763,105468.80673023619,10243.280063060425
46,0.8031161320708357,0.8316177399465129,0.86589994066031,0.7973355392327158,0.8316177399465129,1.0882129717309383,106242.23692970266,10478.562442720258
47,0.8336924730824278,0.8101775429294711,0.8449503367113046,0.7754047491476377,0.8101775429294711,1.0253203700229878,109583.32394507123,10131.015154642468
