,open,close,high,low,last,research,turnover,volume
0,0.9505842683652446,0.9439387695813225,0.9599187587802485,0.9279587803823965,0.9439387695813225,1.0469970957530883,108853.12119892248,10654.053253952012
1,0.9230500842084575,0.9133466137694115,0.946888944489582,0.8798042830492409,0.9133466137694115,1.045841982573803,103760.30555972154,10657.587843837813
2,0.8597117193786902,0.8676904171940041,0.9331479122700681,0.80223292211794,0.8676904171940041,1.0101263714217859,102969.31551744038,10531.396812479608
3,0.845402457316063,0.8556436637185175,0.8930001490322216,0.8182871784048135,0.8556436637185175,1.0749060874935836,105162.79937557632,10646.966357579233
4,0.8218358991934889,0.8111831566193806,0.8610572331326675,0.7613090801060935,0.8111831566193806,1.0193870772860738,101122.47690746735,10131.513169553551
5,0.8477081691903158,0.834533341384184,0.9042042368819279,0.7648624458864401,0.834533341384184,1.0328249234998292,109717.65163352172,10383.638198037137
6,0.9151596130712386,0.8816471336375121,0.9176411094653742,0.84565315780965,0.8816471336375121,1.0864214696490513,105185.35756746518,10577.57941426382
7,0.941851802605231,0.9466418044948696,0.9621502784403659,0.9311333305493732,0.9466418044948696,1.0910390449418121,107701.80922439182,10326.267444145857
8,0.8984919581995451,0.9258901488826963,0.9874782467719166,0.8643020509934759,0.9258901488826963,1.0087451668641685,108309.89384979749,10688.7133945451
9,0.9134927053445782,0.9070938716845464,0.9529920830840337,0.861195660285059,0.9070938716845464,1.0202638551261143,101494.84283176478,10809.688973563043
10,0.8406010873342343,0.8499064001702716,0.9033949428837241,0.7964178574568193,0.8499064001702716,1.0213375273807195,106195.93995291917,10652.982105167292
11,0.8530922655102312,0.8591095727686185,0.8654573202135704,0.8527618253236667,0.8591095727686185,1.0507986850557631,109863.11659536649,10671.526663351597
12,0.8643588747819156,0.8871349144200571,0.9347310965192228,0.8395387323208915,0.8871349144200571,1.0584407000358187,105260.6948833573,10288.786706809955
13,0.9037801256359045,0.9018600786028501,0.9304501677170164,0.873269989488684,0.9018600786028501,1.0204684000565778,100683.8048412623,10334.385365142027
14,0.9592471001406268,0.9814363148261696,1.0270421648361119,0.9358304648162273,0.9814363148261696,1.0768514169110004,105026.26084932714,10263.099366486207
15,0.9907711775590687,0.9490947895855505,1.0039065988712503,0.8942829802998506,0.9490947895855505,1.0897297554586889,109447.38659995279,10334.984714445254
16,1.0011789375679243,0.9729306969439023,1.0239511735415914,0.9219102203462133,0.9729306969439023,1.0695836923042805,104662.46505687987,10919.729922876384
17,0.9687352942828951,0.9509238278835475,0.9838109099503166,0.9180367458167783,0.9509238278835475,1.0384897062468579,103184.84643997194,10336.782105494325
